id,food_name_canonical,scenario_input,scenario_type,language,category,region,preparation_variant,portion_unit,typical_portion,expected_resolved_food
RIF_09404,Moong Dal,moong dal sugar free,preparation_variant,English/Roman,dal_lentil,Pan-India,sugar free,bowl,1 bowl (150g),Moong Dal
RIF_09405,Moong Dal,bina cheeni sugar free moong dal,preparation_variant,English/Roman,dal_lentil,Pan-India,sugar free,bowl,1 bowl (150g),Moong Dal
RIF_09406,Moong Dal,moong dal with jaggery,preparation_variant,English/Roman,dal_lentil,Pan-India,with jaggery,bowl,1 bowl (150g),Moong Dal
RIF_09407,Moong Dal,sweetened with organic gud moong dal,preparation_variant,English/Roman,dal_lentil,Pan-India,with jaggery,bowl,1 bowl (150g),Moong Dal
RIF_09408,Moong Dal,moong dal jain,preparation_variant,English/Roman,dal_lentil,Pan-India,jain,bowl,1 bowl (150g),Moong Dal
RIF_09409,Moong Dal,jain preparation no onion no garlic moong dal,preparation_variant,English/Roman,dal_lentil,Pan-India,jain,bowl,1 bowl (150g),Moong Dal
RIF_09410,Moong Dal,moong dal whole wheat,preparation_variant,English/Roman,dal_lentil,Pan-India,whole wheat,bowl,1 bowl (150g),Moong Dal
RIF_09411,Moong Dal,100% whole wheat gehun moong dal,preparation_variant,English/Roman,dal_lentil,Pan-India,whole wheat,bowl,1 bowl (150g),Moong Dal
RIF_09412,Moong Dal,moong dal multigrain,preparation_variant,English/Roman,dal_lentil,Pan-India,multigrain,bowl,1 bowl (150g),Moong Dal
RIF_09413,Moong Dal,multigrain fiber rich moong dal,preparation_variant,English/Roman,dal_lentil,Pan-India,multigrain,bowl,1 bowl (150g),Moong Dal
RIF_09414,Chana Dal,chana dal with ghee,preparation_variant,English/Roman,dal_lentil,North India,with ghee,bowl,1 bowl (150g),Chana Dal
RIF_09415,Chana Dal,with pure desi ghee chana dal,preparation_variant,English/Roman,dal_lentil,North India,with ghee,bowl,1 bowl (150g),Chana Dal
RIF_09416,Chana Dal,chana dal without ghee,preparation_variant,English/Roman,dal_lentil,North India,without ghee,bowl,1 bowl (150g),Chana Dal
RIF_09417,Chana Dal,dry sukha without ghee chana dal,preparation_variant,English/Roman,dal_lentil,North India,without ghee,bowl,1 bowl (150g),Chana Dal
RIF_09418,Chana Dal,chana dal with butter,preparation_variant,English/Roman,dal_lentil,North India,with butter,bowl,1 bowl (150g),Chana Dal
RIF_09419,Chana Dal,topped with amul butter chana dal,preparation_variant,English/Roman,dal_lentil,North India,with butter,bowl,1 bowl (150g),Chana Dal
RIF_09420,Chana Dal,chana dal extra butter,preparation_variant,English/Roman,dal_lentil,North India,extra butter,bowl,1 bowl (150g),Chana Dal
RIF_09421,Chana Dal,loaded with extra butter chana dal,preparation_variant,English/Roman,dal_lentil,North India,extra butter,bowl,1 bowl (150g),Chana Dal
RIF_09422,Chana Dal,chana dal roasted,preparation_variant,English/Roman,dal_lentil,North India,roasted,bowl,1 bowl (150g),Chana Dal
RIF_09423,Chana Dal,tawa roasted crispy chana dal,preparation_variant,English/Roman,dal_lentil,North India,roasted,bowl,1 bowl (150g),Chana Dal
RIF_09424,Chana Dal,chana dal boiled,preparation_variant,English/Roman,dal_lentil,North India,boiled,bowl,1 bowl (150g),Chana Dal
RIF_09425,Chana Dal,plain water boiled chana dal,preparation_variant,English/Roman,dal_lentil,North India,boiled,bowl,1 bowl (150g),Chana Dal
RIF_09426,Chana Dal,chana dal steamed,preparation_variant,English/Roman,dal_lentil,North India,steamed,bowl,1 bowl (150g),Chana Dal
RIF_09427,Chana Dal,freshly steamed oil free chana dal,preparation_variant,English/Roman,dal_lentil,North India,steamed,bowl,1 bowl (150g),Chana Dal
RIF_09428,Chana Dal,chana dal deep fried,preparation_variant,English/Roman,dal_lentil,North India,deep fried,bowl,1 bowl (150g),Chana Dal
RIF_09429,Chana Dal,golden deep fried in oil chana dal,preparation_variant,English/Roman,dal_lentil,North India,deep fried,bowl,1 bowl (150g),Chana Dal
RIF_09430,Chana Dal,chana dal shallow fried,preparation_variant,English/Roman,dal_lentil,North India,shallow fried,bowl,1 bowl (150g),Chana Dal
RIF_09431,Chana Dal,tawa shallow pan fried chana dal,preparation_variant,English/Roman,dal_lentil,North India,shallow fried,bowl,1 bowl (150g),Chana Dal
RIF_09432,Chana Dal,chana dal air fried,preparation_variant,English/Roman,dal_lentil,North India,air fried,bowl,1 bowl (150g),Chana Dal
RIF_09433,Chana Dal,healthy air fried crisp chana dal,preparation_variant,English/Roman,dal_lentil,North India,air fried,bowl,1 bowl (150g),Chana Dal
RIF_09434,Chana Dal,chana dal tadka,preparation_variant,English/Roman,dal_lentil,North India,tadka,bowl,1 bowl (150g),Chana Dal
RIF_09435,Chana Dal,vaghareli double jeera garlic tadka chana dal,preparation_variant,English/Roman,dal_lentil,North India,tadka,bowl,1 bowl (150g),Chana Dal
RIF_09436,Chana Dal,chana dal dry,preparation_variant,English/Roman,dal_lentil,North India,dry,bowl,1 bowl (150g),Chana Dal
RIF_09437,Chana Dal,sukhi dry sabzi chana dal,preparation_variant,English/Roman,dal_lentil,North India,dry,bowl,1 bowl (150g),Chana Dal
RIF_09438,Chana Dal,chana dal gravy,preparation_variant,English/Roman,dal_lentil,North India,gravy,bowl,1 bowl (150g),Chana Dal
RIF_09439,Chana Dal,tari rassa gravy style chana dal,preparation_variant,English/Roman,dal_lentil,North India,gravy,bowl,1 bowl (150g),Chana Dal
RIF_09440,Chana Dal,chana dal spicy,preparation_variant,English/Roman,dal_lentil,North India,spicy,bowl,1 bowl (150g),Chana Dal
RIF_09441,Chana Dal,extra teekha hot spicy chana dal,preparation_variant,English/Roman,dal_lentil,North India,spicy,bowl,1 bowl (150g),Chana Dal
RIF_09442,Chana Dal,chana dal mild,preparation_variant,English/Roman,dal_lentil,North India,mild,bowl,1 bowl (150g),Chana Dal
RIF_09443,Chana Dal,feeku non-spicy chana dal,preparation_variant,English/Roman,dal_lentil,North India,mild,bowl,1 bowl (150g),Chana Dal
RIF_09444,Chana Dal,chana dal sweet,preparation_variant,English/Roman,dal_lentil,North India,sweet,bowl,1 bowl (150g),Chana Dal
RIF_09445,Chana Dal,meethu jaggery sweet chana dal,preparation_variant,English/Roman,dal_lentil,North India,sweet,bowl,1 bowl (150g),Chana Dal
RIF_09446,Chana Dal,chana dal sugar free,preparation_variant,English/Roman,dal_lentil,North India,sugar free,bowl,1 bowl (150g),Chana Dal
RIF_09447,Chana Dal,bina cheeni sugar free chana dal,preparation_variant,English/Roman,dal_lentil,North India,sugar free,bowl,1 bowl (150g),Chana Dal
RIF_09448,Chana Dal,chana dal with jaggery,preparation_variant,English/Roman,dal_lentil,North India,with jaggery,bowl,1 bowl (150g),Chana Dal
RIF_09449,Chana Dal,sweetened with organic gud chana dal,preparation_variant,English/Roman,dal_lentil,North India,with jaggery,bowl,1 bowl (150g),Chana Dal
RIF_09450,Chana Dal,chana dal jain,preparation_variant,English/Roman,dal_lentil,North India,jain,bowl,1 bowl (150g),Chana Dal
RIF_09451,Chana Dal,jain preparation no onion no garlic chana dal,preparation_variant,English/Roman,dal_lentil,North India,jain,bowl,1 bowl (150g),Chana Dal
RIF_09452,Chana Dal,chana dal whole wheat,preparation_variant,English/Roman,dal_lentil,North India,whole wheat,bowl,1 bowl (150g),Chana Dal
RIF_09453,Chana Dal,100% whole wheat gehun chana dal,preparation_variant,English/Roman,dal_lentil,North India,whole wheat,bowl,1 bowl (150g),Chana Dal
RIF_09454,Chana Dal,chana dal multigrain,preparation_variant,English/Roman,dal_lentil,North India,multigrain,bowl,1 bowl (150g),Chana Dal
RIF_09455,Chana Dal,multigrain fiber rich chana dal,preparation_variant,English/Roman,dal_lentil,North India,multigrain,bowl,1 bowl (150g),Chana Dal
RIF_09456,Gujarati Kadhi,gujarati kadhi with ghee,preparation_variant,English/Roman,curry_gravy,Gujarat,with ghee,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09457,Gujarati Kadhi,with pure desi ghee gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,with ghee,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09458,Gujarati Kadhi,gujarati kadhi without ghee,preparation_variant,English/Roman,curry_gravy,Gujarat,without ghee,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09459,Gujarati Kadhi,dry sukha without ghee gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,without ghee,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09460,Gujarati Kadhi,gujarati kadhi with butter,preparation_variant,English/Roman,curry_gravy,Gujarat,with butter,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09461,Gujarati Kadhi,topped with amul butter gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,with butter,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09462,Gujarati Kadhi,gujarati kadhi extra butter,preparation_variant,English/Roman,curry_gravy,Gujarat,extra butter,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09463,Gujarati Kadhi,loaded with extra butter gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,extra butter,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09464,Gujarati Kadhi,gujarati kadhi roasted,preparation_variant,English/Roman,curry_gravy,Gujarat,roasted,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09465,Gujarati Kadhi,tawa roasted crispy gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,roasted,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09466,Gujarati Kadhi,gujarati kadhi boiled,preparation_variant,English/Roman,curry_gravy,Gujarat,boiled,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09467,Gujarati Kadhi,plain water boiled gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,boiled,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09468,Gujarati Kadhi,gujarati kadhi steamed,preparation_variant,English/Roman,curry_gravy,Gujarat,steamed,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09469,Gujarati Kadhi,freshly steamed oil free gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,steamed,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09470,Gujarati Kadhi,gujarati kadhi deep fried,preparation_variant,English/Roman,curry_gravy,Gujarat,deep fried,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09471,Gujarati Kadhi,golden deep fried in oil gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,deep fried,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09472,Gujarati Kadhi,gujarati kadhi shallow fried,preparation_variant,English/Roman,curry_gravy,Gujarat,shallow fried,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09473,Gujarati Kadhi,tawa shallow pan fried gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,shallow fried,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09474,Gujarati Kadhi,gujarati kadhi air fried,preparation_variant,English/Roman,curry_gravy,Gujarat,air fried,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09475,Gujarati Kadhi,healthy air fried crisp gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,air fried,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09476,Gujarati Kadhi,gujarati kadhi tadka,preparation_variant,English/Roman,curry_gravy,Gujarat,tadka,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09477,Gujarati Kadhi,vaghareli double jeera garlic tadka gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,tadka,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09478,Gujarati Kadhi,gujarati kadhi dry,preparation_variant,English/Roman,curry_gravy,Gujarat,dry,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09479,Gujarati Kadhi,sukhi dry sabzi gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,dry,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09480,Gujarati Kadhi,gujarati kadhi gravy,preparation_variant,English/Roman,curry_gravy,Gujarat,gravy,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09481,Gujarati Kadhi,tari rassa gravy style gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,gravy,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09482,Gujarati Kadhi,gujarati kadhi spicy,preparation_variant,English/Roman,curry_gravy,Gujarat,spicy,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09483,Gujarati Kadhi,extra teekha hot spicy gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,spicy,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09484,Gujarati Kadhi,gujarati kadhi mild,preparation_variant,English/Roman,curry_gravy,Gujarat,mild,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09485,Gujarati Kadhi,feeku non-spicy gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,mild,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09486,Gujarati Kadhi,gujarati kadhi sweet,preparation_variant,English/Roman,curry_gravy,Gujarat,sweet,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09487,Gujarati Kadhi,meethu jaggery sweet gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,sweet,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09488,Gujarati Kadhi,gujarati kadhi sugar free,preparation_variant,English/Roman,curry_gravy,Gujarat,sugar free,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09489,Gujarati Kadhi,bina cheeni sugar free gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,sugar free,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09490,Gujarati Kadhi,gujarati kadhi with jaggery,preparation_variant,English/Roman,curry_gravy,Gujarat,with jaggery,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09491,Gujarati Kadhi,sweetened with organic gud gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,with jaggery,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09492,Gujarati Kadhi,gujarati kadhi jain,preparation_variant,English/Roman,curry_gravy,Gujarat,jain,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09493,Gujarati Kadhi,jain preparation no onion no garlic gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,jain,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09494,Gujarati Kadhi,gujarati kadhi whole wheat,preparation_variant,English/Roman,curry_gravy,Gujarat,whole wheat,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09495,Gujarati Kadhi,100% whole wheat gehun gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,whole wheat,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09496,Gujarati Kadhi,gujarati kadhi multigrain,preparation_variant,English/Roman,curry_gravy,Gujarat,multigrain,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09497,Gujarati Kadhi,multigrain fiber rich gujarati kadhi,preparation_variant,English/Roman,curry_gravy,Gujarat,multigrain,bowl,1 bowl (150ml),Gujarati Kadhi
RIF_09498,Punjabi Kadhi Pakora,punjabi kadhi pakora with ghee,preparation_variant,English/Roman,curry_gravy,Punjab,with ghee,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09499,Punjabi Kadhi Pakora,with pure desi ghee punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,with ghee,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09500,Punjabi Kadhi Pakora,punjabi kadhi pakora without ghee,preparation_variant,English/Roman,curry_gravy,Punjab,without ghee,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09501,Punjabi Kadhi Pakora,dry sukha without ghee punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,without ghee,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09502,Punjabi Kadhi Pakora,punjabi kadhi pakora with butter,preparation_variant,English/Roman,curry_gravy,Punjab,with butter,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09503,Punjabi Kadhi Pakora,topped with amul butter punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,with butter,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09504,Punjabi Kadhi Pakora,punjabi kadhi pakora extra butter,preparation_variant,English/Roman,curry_gravy,Punjab,extra butter,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09505,Punjabi Kadhi Pakora,loaded with extra butter punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,extra butter,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09506,Punjabi Kadhi Pakora,punjabi kadhi pakora roasted,preparation_variant,English/Roman,curry_gravy,Punjab,roasted,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09507,Punjabi Kadhi Pakora,tawa roasted crispy punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,roasted,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09508,Punjabi Kadhi Pakora,punjabi kadhi pakora boiled,preparation_variant,English/Roman,curry_gravy,Punjab,boiled,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09509,Punjabi Kadhi Pakora,plain water boiled punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,boiled,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09510,Punjabi Kadhi Pakora,punjabi kadhi pakora steamed,preparation_variant,English/Roman,curry_gravy,Punjab,steamed,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09511,Punjabi Kadhi Pakora,freshly steamed oil free punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,steamed,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09512,Punjabi Kadhi Pakora,punjabi kadhi pakora deep fried,preparation_variant,English/Roman,curry_gravy,Punjab,deep fried,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09513,Punjabi Kadhi Pakora,golden deep fried in oil punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,deep fried,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09514,Punjabi Kadhi Pakora,punjabi kadhi pakora shallow fried,preparation_variant,English/Roman,curry_gravy,Punjab,shallow fried,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09515,Punjabi Kadhi Pakora,tawa shallow pan fried punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,shallow fried,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09516,Punjabi Kadhi Pakora,punjabi kadhi pakora air fried,preparation_variant,English/Roman,curry_gravy,Punjab,air fried,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09517,Punjabi Kadhi Pakora,healthy air fried crisp punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,air fried,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09518,Punjabi Kadhi Pakora,punjabi kadhi pakora tadka,preparation_variant,English/Roman,curry_gravy,Punjab,tadka,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09519,Punjabi Kadhi Pakora,vaghareli double jeera garlic tadka punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,tadka,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09520,Punjabi Kadhi Pakora,punjabi kadhi pakora dry,preparation_variant,English/Roman,curry_gravy,Punjab,dry,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09521,Punjabi Kadhi Pakora,sukhi dry sabzi punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,dry,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09522,Punjabi Kadhi Pakora,punjabi kadhi pakora gravy,preparation_variant,English/Roman,curry_gravy,Punjab,gravy,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09523,Punjabi Kadhi Pakora,tari rassa gravy style punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,gravy,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09524,Punjabi Kadhi Pakora,punjabi kadhi pakora spicy,preparation_variant,English/Roman,curry_gravy,Punjab,spicy,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09525,Punjabi Kadhi Pakora,extra teekha hot spicy punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,spicy,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09526,Punjabi Kadhi Pakora,punjabi kadhi pakora mild,preparation_variant,English/Roman,curry_gravy,Punjab,mild,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09527,Punjabi Kadhi Pakora,feeku non-spicy punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,mild,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09528,Punjabi Kadhi Pakora,punjabi kadhi pakora sweet,preparation_variant,English/Roman,curry_gravy,Punjab,sweet,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09529,Punjabi Kadhi Pakora,meethu jaggery sweet punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,sweet,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09530,Punjabi Kadhi Pakora,punjabi kadhi pakora sugar free,preparation_variant,English/Roman,curry_gravy,Punjab,sugar free,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09531,Punjabi Kadhi Pakora,bina cheeni sugar free punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,sugar free,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09532,Punjabi Kadhi Pakora,punjabi kadhi pakora with jaggery,preparation_variant,English/Roman,curry_gravy,Punjab,with jaggery,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09533,Punjabi Kadhi Pakora,sweetened with organic gud punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,with jaggery,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09534,Punjabi Kadhi Pakora,punjabi kadhi pakora jain,preparation_variant,English/Roman,curry_gravy,Punjab,jain,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09535,Punjabi Kadhi Pakora,jain preparation no onion no garlic punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,jain,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09536,Punjabi Kadhi Pakora,punjabi kadhi pakora whole wheat,preparation_variant,English/Roman,curry_gravy,Punjab,whole wheat,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09537,Punjabi Kadhi Pakora,100% whole wheat gehun punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,whole wheat,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09538,Punjabi Kadhi Pakora,punjabi kadhi pakora multigrain,preparation_variant,English/Roman,curry_gravy,Punjab,multigrain,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09539,Punjabi Kadhi Pakora,multigrain fiber rich punjabi kadhi pakora,preparation_variant,English/Roman,curry_gravy,Punjab,multigrain,bowl,1 bowl (200g),Punjabi Kadhi Pakora
RIF_09540,Sambar,sambar with ghee,preparation_variant,English/Roman,dal_lentil,South India,with ghee,bowl,1 bowl (150ml),Sambar
RIF_09541,Sambar,with pure desi ghee sambar,preparation_variant,English/Roman,dal_lentil,South India,with ghee,bowl,1 bowl (150ml),Sambar
RIF_09542,Sambar,sambar without ghee,preparation_variant,English/Roman,dal_lentil,South India,without ghee,bowl,1 bowl (150ml),Sambar
RIF_09543,Sambar,dry sukha without ghee sambar,preparation_variant,English/Roman,dal_lentil,South India,without ghee,bowl,1 bowl (150ml),Sambar
RIF_09544,Sambar,sambar with butter,preparation_variant,English/Roman,dal_lentil,South India,with butter,bowl,1 bowl (150ml),Sambar
RIF_09545,Sambar,topped with amul butter sambar,preparation_variant,English/Roman,dal_lentil,South India,with butter,bowl,1 bowl (150ml),Sambar
RIF_09546,Sambar,sambar extra butter,preparation_variant,English/Roman,dal_lentil,South India,extra butter,bowl,1 bowl (150ml),Sambar
RIF_09547,Sambar,loaded with extra butter sambar,preparation_variant,English/Roman,dal_lentil,South India,extra butter,bowl,1 bowl (150ml),Sambar
RIF_09548,Sambar,sambar roasted,preparation_variant,English/Roman,dal_lentil,South India,roasted,bowl,1 bowl (150ml),Sambar
RIF_09549,Sambar,tawa roasted crispy sambar,preparation_variant,English/Roman,dal_lentil,South India,roasted,bowl,1 bowl (150ml),Sambar
RIF_09550,Sambar,sambar boiled,preparation_variant,English/Roman,dal_lentil,South India,boiled,bowl,1 bowl (150ml),Sambar
RIF_09551,Sambar,plain water boiled sambar,preparation_variant,English/Roman,dal_lentil,South India,boiled,bowl,1 bowl (150ml),Sambar
RIF_09552,Sambar,sambar steamed,preparation_variant,English/Roman,dal_lentil,South India,steamed,bowl,1 bowl (150ml),Sambar
RIF_09553,Sambar,freshly steamed oil free sambar,preparation_variant,English/Roman,dal_lentil,South India,steamed,bowl,1 bowl (150ml),Sambar
RIF_09554,Sambar,sambar deep fried,preparation_variant,English/Roman,dal_lentil,South India,deep fried,bowl,1 bowl (150ml),Sambar
RIF_09555,Sambar,golden deep fried in oil sambar,preparation_variant,English/Roman,dal_lentil,South India,deep fried,bowl,1 bowl (150ml),Sambar
RIF_09556,Sambar,sambar shallow fried,preparation_variant,English/Roman,dal_lentil,South India,shallow fried,bowl,1 bowl (150ml),Sambar
RIF_09557,Sambar,tawa shallow pan fried sambar,preparation_variant,English/Roman,dal_lentil,South India,shallow fried,bowl,1 bowl (150ml),Sambar
RIF_09558,Sambar,sambar air fried,preparation_variant,English/Roman,dal_lentil,South India,air fried,bowl,1 bowl (150ml),Sambar
RIF_09559,Sambar,healthy air fried crisp sambar,preparation_variant,English/Roman,dal_lentil,South India,air fried,bowl,1 bowl (150ml),Sambar
RIF_09560,Sambar,sambar tadka,preparation_variant,English/Roman,dal_lentil,South India,tadka,bowl,1 bowl (150ml),Sambar
RIF_09561,Sambar,vaghareli double jeera garlic tadka sambar,preparation_variant,English/Roman,dal_lentil,South India,tadka,bowl,1 bowl (150ml),Sambar
RIF_09562,Sambar,sambar dry,preparation_variant,English/Roman,dal_lentil,South India,dry,bowl,1 bowl (150ml),Sambar
RIF_09563,Sambar,sukhi dry sabzi sambar,preparation_variant,English/Roman,dal_lentil,South India,dry,bowl,1 bowl (150ml),Sambar
RIF_09564,Sambar,sambar gravy,preparation_variant,English/Roman,dal_lentil,South India,gravy,bowl,1 bowl (150ml),Sambar
RIF_09565,Sambar,tari rassa gravy style sambar,preparation_variant,English/Roman,dal_lentil,South India,gravy,bowl,1 bowl (150ml),Sambar
RIF_09566,Sambar,sambar spicy,preparation_variant,English/Roman,dal_lentil,South India,spicy,bowl,1 bowl (150ml),Sambar
RIF_09567,Sambar,extra teekha hot spicy sambar,preparation_variant,English/Roman,dal_lentil,South India,spicy,bowl,1 bowl (150ml),Sambar
RIF_09568,Sambar,sambar mild,preparation_variant,English/Roman,dal_lentil,South India,mild,bowl,1 bowl (150ml),Sambar
RIF_09569,Sambar,feeku non-spicy sambar,preparation_variant,English/Roman,dal_lentil,South India,mild,bowl,1 bowl (150ml),Sambar
RIF_09570,Sambar,sambar sweet,preparation_variant,English/Roman,dal_lentil,South India,sweet,bowl,1 bowl (150ml),Sambar
RIF_09571,Sambar,meethu jaggery sweet sambar,preparation_variant,English/Roman,dal_lentil,South India,sweet,bowl,1 bowl (150ml),Sambar
RIF_09572,Sambar,sambar sugar free,preparation_variant,English/Roman,dal_lentil,South India,sugar free,bowl,1 bowl (150ml),Sambar
